subject	activity	featDomain	featAcceleration	featInstrument	featJerk	featMagnitude	featVariable	featAxis	count	average
18	WALKING_DOWNSTAIRS	Freq	Body	Accelerometer	NA	NA	Mean	X	55	-0.350086793272727
18	WALKING_DOWNSTAIRS	Freq	Body	Accelerometer	NA	NA	Mean	Y	55	-0.309049613818182
18	WALKING_DOWNSTAIRS	Freq	Body	Accelerometer	NA	NA	Mean	Z	55	-0.505824358
18	WALKING_DOWNSTAIRS	Freq	Body	Accelerometer	NA	NA	SD	X	55	-0.285535871636364
18	WALKING_DOWNSTAIRS	Freq	Body	Accelerometer	NA	NA	SD	Y	55	-0.273798158
18	WALKING_DOWNSTAIRS	Freq	Body	Accelerometer	NA	NA	SD	Z	55	-0.418258649818182
18	WALKING_DOWNSTAIRS	Freq	Body	Accelerometer	NA	Magnitude	Mean	NA	55	-0.241973534781818
18	WALKING_DOWNSTAIRS	Freq	Body	Accelerometer	NA	Magnitude	SD	NA	55	-0.344299434181818
18	WALKING_DOWNSTAIRS	Freq	Body	Accelerometer	Jerk	NA	Mean	X	55	-0.412728286727273
18	WALKING_DOWNSTAIRS	Freq	Body	Accelerometer	Jerk	NA	Mean	Y	55	-0.465982666363636
18	WALKING_DOWNSTAIRS	Freq	Body	Accelerometer	Jerk	NA	Mean	Z	55	-0.622135895090909
18	WALKING_DOWNSTAIRS	Freq	Body	Accelerometer	Jerk	NA	SD	X	55	-0.416050500909091
18	WALKING_DOWNSTAIRS	Freq	Body	Accelerometer	Jerk	NA	SD	Y	55	-0.464546054727273
18	WALKING_DOWNSTAIRS	Freq	Body	Accelerometer	Jerk	NA	SD	Z	55	-0.678751080363636
18	WALKING_DOWNSTAIRS	Freq	Body	Accelerometer	Jerk	Magnitude	Mean	NA	55	-0.3833987134
18	WALKING_DOWNSTAIRS	Freq	Body	Accelerometer	Jerk	Magnitude	SD	NA	55	-0.386565072363636
18	WALKING_UPSTAIRS	Time	NA	Gyroscope	NA	NA	Mean	X	58	-0.0470683915017241
18	WALKING_UPSTAIRS	Time	NA	Gyroscope	NA	NA	Mean	Y	58	-0.0526133819862069
18	WALKING_UPSTAIRS	Time	NA	Gyroscope	NA	NA	Mean	Z	58	0.0906736478431034
18	WALKING_UPSTAIRS	Time	NA	Gyroscope	NA	NA	SD	X	58	-0.593841504137931
18	WALKING_UPSTAIRS	Time	NA	Gyroscope	NA	NA	SD	Y	58	-0.507297003103448
18	WALKING_UPSTAIRS	Time	NA	Gyroscope	NA	NA	SD	Z	58	-0.433922212068966
18	WALKING_UPSTAIRS	Time	NA	Gyroscope	NA	Magnitude	Mean	NA	58	-0.3691086
18	WALKING_UPSTAIRS	Time	NA	Gyroscope	NA	Magnitude	SD	NA	58	-0.528058134137931
18	WALKING_UPSTAIRS	Time	NA	Gyroscope	Jerk	NA	Mean	X	58	-0.0899953036658621
18	WALKING_UPSTAIRS	Time	NA	Gyroscope	Jerk	NA	Mean	Y	58	-0.0527472610827586
18	WALKING_UPSTAIRS	Time	NA	Gyroscope	Jerk	NA	Mean	Z	58	-0.0692536211396552
18	WALKING_UPSTAIRS	Time	NA	Gyroscope	Jerk	NA	SD	X	58	-0.76068902862069
18	WALKING_UPSTAIRS	Time	NA	Gyroscope	Jerk	NA	SD	Y	58	-0.828872171206897
18	WALKING_UPSTAIRS	Time	NA	Gyroscope	Jerk	NA	SD	Z	58	-0.718951757931034
18	WALKING_UPSTAIRS	Time	NA	Gyroscope	Jerk	Magnitude	Mean	NA	58	-0.781652689310345
18	WALKING_UPSTAIRS	Time	NA	Gyroscope	Jerk	Magnitude	SD	NA	58	-0.835525127931035
18	WALKING_UPSTAIRS	Time	Body	Accelerometer	NA	NA	Mean	X	58	0.265401201896552
18	WALKING_UPSTAIRS	Time	Body	Accelerometer	NA	NA	Mean	Y	58	-0.0222060684378914
18	WALKING_UPSTAIRS	Time	Body	Accelerometer	NA	NA	Mean	Z	58	-0.112655891327586
18	WALKING_UPSTAIRS	Time	Body	Accelerometer	NA	NA	SD	X	58	-0.380168286724138
18	WALKING_UPSTAIRS	Time	Body	Accelerometer	NA	NA	SD	Y	58	-0.211155120224138
18	WALKING_UPSTAIRS	Time	Body	Accelerometer	NA	NA	SD	Z	58	-0.31437339137931
18	WALKING_UPSTAIRS	Time	Body	Accelerometer	NA	Magnitude	Mean	NA	58	-0.279146312758621
18	WALKING_UPSTAIRS	Time	Body	Accelerometer	NA	Magnitude	SD	NA	58	-0.37184157
18	WALKING_UPSTAIRS	Time	Body	Accelerometer	Jerk	NA	Mean	X	58	0.0812402028517241
18	WALKING_UPSTAIRS	Time	Body	Accelerometer	Jerk	NA	Mean	Y	58	0.0211654691775862
18	WALKING_UPSTAIRS	Time	Body	Accelerometer	Jerk	NA	Mean	Z	58	0.0093589662862069
18	WALKING_UPSTAIRS	Time	Body	Accelerometer	Jerk	NA	SD	X	58	-0.563202134655172
18	WALKING_UPSTAIRS	Time	Body	Accelerometer	Jerk	NA	SD	Y	58	-0.56794063862069
18	WALKING_UPSTAIRS	Time	Body	Accelerometer	Jerk	NA	SD	Z	58	-0.760829911206897
18	WALKING_UPSTAIRS	Time	Body	Accelerometer	Jerk	Magnitude	Mean	NA	58	-0.601463948275862
18	WALKING_UPSTAIRS	Time	Body	Accelerometer	Jerk	Magnitude	SD	NA	58	-0.579330320344828
18	WALKING_UPSTAIRS	Time	Gravity	Accelerometer	NA	NA	Mean	X	58	0.883330258448276
18	WALKING_UPSTAIRS	Time	Gravity	Accelerometer	NA	NA	Mean	Y	58	-0.316619946206897
18	WALKING_UPSTAIRS	Time	Gravity	Accelerometer	NA	NA	Mean	Z	58	-0.106112549189655
18	WALKING_UPSTAIRS	Time	Gravity	Accelerometer	NA	NA	SD	X	58	-0.961738807068966
18	WALKING_UPSTAIRS	Time	Gravity	Accelerometer	NA	NA	SD	Y	58	-0.942056881206897
18	WALKING_UPSTAIRS	Time	Gravity	Accelerometer	NA	NA	SD	Z	58	-0.907839723965517
18	WALKING_UPSTAIRS	Time	Gravity	Accelerometer	NA	Magnitude	Mean	NA	58	-0.279146312758621
18	WALKING_UPSTAIRS	Time	Gravity	Accelerometer	NA	Magnitude	SD	NA	58	-0.37184157
18	WALKING_UPSTAIRS	Freq	NA	Gyroscope	NA	NA	Mean	X	58	-0.59232371
18	WALKING_UPSTAIRS	Freq	NA	Gyroscope	NA	NA	Mean	Y	58	-0.649817266551724
18	WALKING_UPSTAIRS	Freq	NA	Gyroscope	NA	NA	Mean	Z	58	-0.504364096896552
18	WALKING_UPSTAIRS	Freq	NA	Gyroscope	NA	NA	SD	X	58	-0.60071129637931
18	WALKING_UPSTAIRS	Freq	NA	Gyroscope	NA	NA	SD	Y	58	-0.443429836896552
18	WALKING_UPSTAIRS	Freq	NA	Gyroscope	NA	NA	SD	Z	58	-0.466022431206897
18	WALKING_UPSTAIRS	Freq	NA	Gyroscope	NA	Magnitude	Mean	NA	58	-0.654029089310345
18	WALKING_UPSTAIRS	Freq	NA	Gyroscope	NA	Magnitude	SD	NA	58	-0.533044636034483
18	WALKING_UPSTAIRS	Freq	NA	Gyroscope	Jerk	Magnitude	Mean	NA	58	-0.826193160862069
18	WALKING_UPSTAIRS	Freq	NA	Gyroscope	Jerk	Magnitude	SD	NA	58	-0.860910992241379
18	WALKING_UPSTAIRS	Freq	Body	Accelerometer	NA	NA	Mean	X	58	-0.465097261896552
18	WALKING_UPSTAIRS	Freq	Body	Accelerometer	NA	NA	Mean	Y	58	-0.363450742586207
18	WALKING_UPSTAIRS	Freq	Body	Accelerometer	NA	NA	Mean	Z	58	-0.522728377068965
18	WALKING_UPSTAIRS	Freq	Body	Accelerometer	NA	NA	SD	X	58	-0.350639840862069
18	WALKING_UPSTAIRS	Freq	Body	Accelerometer	NA	NA	SD	Y	58	-0.190550638155172
18	WALKING_UPSTAIRS	Freq	Body	Accelerometer	NA	NA	SD	Z	58	-0.269571390465517
18	WALKING_UPSTAIRS	Freq	Body	Accelerometer	NA	Magnitude	Mean	NA	58	-0.436561064482759
18	WALKING_UPSTAIRS	Freq	Body	Accelerometer	NA	Magnitude	SD	NA	58	-0.436218933448276
18	WALKING_UPSTAIRS	Freq	Body	Accelerometer	Jerk	NA	Mean	X	58	-0.589410590172414
18	WALKING_UPSTAIRS	Freq	Body	Accelerometer	Jerk	NA	Mean	Y	58	-0.579650286034483
18	WALKING_UPSTAIRS	Freq	Body	Accelerometer	Jerk	NA	Mean	Z	58	-0.736149274137931
18	WALKING_UPSTAIRS	Freq	Body	Accelerometer	Jerk	NA	SD	X	58	-0.575331252413793
18	WALKING_UPSTAIRS	Freq	Body	Accelerometer	Jerk	NA	SD	Y	58	-0.585531432931034
18	WALKING_UPSTAIRS	Freq	Body	Accelerometer	Jerk	NA	SD	Z	58	-0.784728430344828
18	WALKING_UPSTAIRS	Freq	Body	Accelerometer	Jerk	Magnitude	Mean	NA	58	-0.574481396551724
18	WALKING_UPSTAIRS	Freq	Body	Accelerometer	Jerk	Magnitude	SD	NA	58	-0.587926077068965
19	LAYING	Time	NA	Gyroscope	NA	NA	Mean	X	83	-0.0312072730559566
19	LAYING	Time	NA	Gyroscope	NA	NA	Mean	Y	83	-0.0952628014096386
19	LAYING	Time	NA	Gyroscope	NA	NA	Mean	Z	83	0.10860511373494
19	LAYING	Time	NA	Gyroscope	NA	NA	SD	X	83	-0.981357611445783
19	LAYING	Time	NA	Gyroscope	NA	NA	SD	Y	83	-0.963617705662651
19	LAYING	Time	NA	Gyroscope	NA	NA	SD	Z	83	-0.973197523855422
19	LAYING	Time	NA	Gyroscope	NA	Magnitude	Mean	NA	83	-0.953263432771084
19	LAYING	Time	NA	Gyroscope	NA	Magnitude	SD	NA	83	-0.955906646506024
19	LAYING	Time	NA	Gyroscope	Jerk	NA	Mean	X	83	-0.0956018266746988
19	LAYING	Time	NA	Gyroscope	Jerk	NA	Mean	Y	83	-0.0371476597051807
19	LAYING	Time	NA	Gyroscope	Jerk	NA	Mean	Z	83	-0.0599161477951807
19	LAYING	Time	NA	Gyroscope	Jerk	NA	SD	X	83	-0.976105663493976
19	LAYING	Time	NA	Gyroscope	Jerk	NA	SD	Y	83	-0.984607728915663
19	LAYING	Time	NA	Gyroscope	Jerk	NA	SD	Z	83	-0.986958363975904
19	LAYING	Time	NA	Gyroscope	Jerk	Magnitude	Mean	NA	83	-0.985342497710843
19	LAYING	Time	NA	Gyroscope	Jerk	Magnitude	SD	NA	83	-0.980245510843374
19	LAYING	Time	Body	Accelerometer	NA	NA	Mean	X	83	0.272653733493976
19	LAYING	Time	Body	Accelerometer	NA	NA	Mean	Y	83	-0.0171426864421687
19	LAYING	Time	Body	Accelerometer	NA	NA	Mean	Z	83	-0.10898146186747
19	LAYING	Time	Body	Accelerometer	NA	NA	SD	X	83	-0.965019579518072
19	LAYING	Time	Body	Accelerometer	NA	NA	SD	Y	83	-0.973449968554217
19	LAYING	Time	Body	Accelerometer	NA	NA	SD	Z	83	-0.984672837228916
19	LAYING	Time	Body	Accelerometer	NA	Magnitude	Mean	NA	83	-0.96626080686747
19	LAYING	Time	Body	Accelerometer	NA	Magnitude	SD	NA	83	-0.963193489036145
19	LAYING	Time	Body	Accelerometer	Jerk	NA	Mean	X	83	0.0772317998650602
19	LAYING	Time	Body	Accelerometer	Jerk	NA	Mean	Y	83	0.011149573306747
19	LAYING	Time	Body	Accelerometer	Jerk	NA	Mean	Z	83	-0.000988690855325301
19	LAYING	Time	Body	Accelerometer	Jerk	NA	SD	X	83	-0.983605223493976
19	LAYING	Time	Body	Accelerometer	Jerk	NA	SD	Y	83	-0.974524522650602
19	LAYING	Time	Body	Accelerometer	Jerk	NA	SD	Z	83	-0.988260181084337
19	LAYING	Time	Body	Accelerometer	Jerk	Magnitude	Mean	NA	83	-0.98478434
19	LAYING	Time	Body	Accelerometer	Jerk	Magnitude	SD	NA	83	-0.980668287831325
19	LAYING	Time	Gravity	Accelerometer	NA	NA	Mean	X	83	-0.680043155060241
19	LAYING	Time	Gravity	Accelerometer	NA	NA	Mean	Y	83	0.725646622771084
19	LAYING	Time	Gravity	Accelerometer	NA	NA	Mean	Z	83	0.68762385253012
19	LAYING	Time	Gravity	Accelerometer	NA	NA	SD	X	83	-0.958959611084337
19	LAYING	Time	Gravity	Accelerometer	NA	NA	SD	Y	83	-0.986993149638554
19	LAYING	Time	Gravity	Accelerometer	NA	NA	SD	Z	83	-0.988819031566265
19	LAYING	Time	Gravity	Accelerometer	NA	Magnitude	Mean	NA	83	-0.96626080686747
19	LAYING	Time	Gravity	Accelerometer	NA	Magnitude	SD	NA	83	-0.963193489036145
19	LAYING	Freq	NA	Gyroscope	NA	NA	Mean	X	83	-0.974196217590361
19	LAYING	Freq	NA	Gyroscope	NA	NA	Mean	Y	83	-0.972061003493976
19	LAYING	Freq	NA	Gyroscope	NA	NA	Mean	Z	83	-0.97393233253012
19	LAYING	Freq	NA	Gyroscope	NA	NA	SD	X	83	-0.983944795060241
19	LAYING	Freq	NA	Gyroscope	NA	NA	SD	Y	83	-0.959831365783133
19	LAYING	Freq	NA	Gyroscope	NA	NA	SD	Z	83	-0.975417523855422
19	LAYING	Freq	NA	Gyroscope	NA	Magnitude	Mean	NA	83	-0.965624724457831
19	LAYING	Freq	NA	Gyroscope	NA	Magnitude	SD	NA	83	-0.957496024457831
19	LAYING	Freq	NA	Gyroscope	Jerk	Magnitude	Mean	NA	83	-0.981890470361446
19	LAYING	Freq	NA	Gyroscope	Jerk	Magnitude	SD	NA	83	-0.97932784746988
19	LAYING	Freq	Body	Accelerometer	NA	NA	Mean	X	83	-0.97453373
19	LAYING	Freq	Body	Accelerometer	NA	NA	Mean	Y	83	-0.972798824096386
19	LAYING	Freq	Body	Accelerometer	NA	NA	Mean	Z	83	-0.985340447349398
19	LAYING	Freq	Body	Accelerometer	NA	NA	SD	X	83	-0.962085001204819
19	LAYING	Freq	Body	Accelerometer	NA	NA	SD	Y	83	-0.974832075662651
19	LAYING	Freq	Body	Accelerometer	NA	NA	SD	Z	83	-0.984740998192771
19	LAYING	Freq	Body	Accelerometer	NA	Magnitude	Mean	NA	83	-0.971957401325301
19	LAYING	Freq	Body	Accelerometer	NA	Magnitude	SD	NA	83	-0.964056773975904
19	LAYING	Freq	Body	Accelerometer	Jerk	NA	Mean	X	83	-0.983478561807229
19	LAYING	Freq	Body	Accelerometer	Jerk	NA	Mean	Y	83	-0.974878270963855
19	LAYING	Freq	Body	Accelerometer	Jerk	NA	Mean	Z	83	-0.986506488795181
19	LAYING	Freq	Body	Accelerometer	Jerk	NA	SD	X	83	-0.985278006987952
19	LAYING	Freq	Body	Accelerometer	Jerk	NA	SD	Y	83	-0.975964111566265
19	LAYING	Freq	Body	Accelerometer	Jerk	NA	SD	Z	83	-0.988558703373494
19	LAYING	Freq	Body	Accelerometer	Jerk	Magnitude	Mean	NA	83	-0.980621564096386
19	LAYING	Freq	Body	Accelerometer	Jerk	Magnitude	SD	NA	83	-0.979452188433735
19	SITTING	Time	NA	Gyroscope	NA	NA	Mean	X	73	-0.0214151280054795
19	SITTING	Time	NA	Gyroscope	NA	NA	Mean	Y	73	-0.0520207886438356
19	SITTING	Time	NA	Gyroscope	NA	NA	Mean	Z	73	0.0968980718168493
19	SITTING	Time	NA	Gyroscope	NA	NA	SD	X	73	-0.984625306849315
19	SITTING	Time	NA	Gyroscope	NA	NA	SD	Y	73	-0.959758309589041
19	SITTING	Time	NA	Gyroscope	NA	NA	SD	Z	73	-0.96559497630137
19	SITTING	Time	NA	Gyroscope	NA	Magnitude	Mean	NA	73	-0.942229043835616
19	SITTING	Time	NA	Gyroscope	NA	Magnitude	SD	NA	73	-0.950491807945205
19	SITTING	Time	NA	Gyroscope	Jerk	NA	Mean	X	73	-0.100986131452055
19	SITTING	Time	NA	Gyroscope	Jerk	NA	Mean	Y	73	-0.0425170215068493
19	SITTING	Time	NA	Gyroscope	Jerk	NA	Mean	Z	73	-0.0590801684246575
19	SITTING	Time	NA	Gyroscope	Jerk	NA	SD	X	73	-0.988464752739726
19	SITTING	Time	NA	Gyroscope	Jerk	NA	SD	Y	73	-0.987465915068493
19	SITTING	Time	NA	Gyroscope	Jerk	NA	SD	Z	73	-0.98531069
19	SITTING	Time	NA	Gyroscope	Jerk	Magnitude	Mean	NA	73	-0.989450316575342
19	SITTING	Time	NA	Gyroscope	Jerk	Magnitude	SD	NA	73	-0.985831284657534
19	SITTING	Time	Body	Accelerometer	NA	NA	Mean	X	73	0.273830316164384
19	SITTING	Time	Body	Accelerometer	NA	NA	Mean	Y	73	-0.016739260030137
19	SITTING	Time	Body	Accelerometer	NA	NA	Mean	Z	73	-0.10870765430137
19	SITTING	Time	Body	Accelerometer	NA	NA	SD	X	73	-0.976357663013699
19	SITTING	Time	Body	Accelerometer	NA	NA	SD	Y	73	-0.950388943972603
19	SITTING	Time	Body	Accelerometer	NA	NA	SD	Z	73	-0.951929615068493
19	SITTING	Time	Body	Accelerometer	NA	Magnitude	Mean	NA	73	-0.962074065616438
19	SITTING	Time	Body	Accelerometer	NA	Magnitude	SD	NA	73	-0.951755657260274
19	SITTING	Time	Body	Accelerometer	Jerk	NA	Mean	X	73	0.0753747129191781
19	SITTING	Time	Body	Accelerometer	Jerk	NA	Mean	Y	73	0.0137921005843836
19	SITTING	Time	Body	Accelerometer	Jerk	NA	Mean	Z	73	0.00173106800213699
19	SITTING	Time	Body	Accelerometer	Jerk	NA	SD	X	73	-0.987043285479452
19	SITTING	Time	Body	Accelerometer	Jerk	NA	SD	Y	73	-0.979267729041096
19	SITTING	Time	Body	Accelerometer	Jerk	NA	SD	Z	73	-0.986704740273973
19	SITTING	Time	Body	Accelerometer	Jerk	Magnitude	Mean	NA	73	-0.986423976027397
19	SITTING	Time	Body	Accelerometer	Jerk	Magnitude	SD	NA	73	-0.984205184931507
19	SITTING	Time	Gravity	Accelerometer	NA	NA	Mean	X	73	0.581371509041096
19	SITTING	Time	Gravity	Accelerometer	NA	NA	Mean	Y	73	0.360343534657534
19	SITTING	Time	Gravity	Accelerometer	NA	NA	Mean	Z	73	0.489126594657534
19	SITTING	Time	Gravity	Accelerometer	NA	NA	SD	X	73	-0.969355010136986
19	SITTING	Time	Gravity	Accelerometer	NA	NA	SD	Y	73	-0.96996981369863
19	SITTING	Time	Gravity	Accelerometer	NA	NA	SD	Z	73	-0.960394960821918
19	SITTING	Time	Gravity	Accelerometer	NA	Magnitude	Mean	NA	73	-0.962074065616438
19	SITTING	Time	Gravity	Accelerometer	NA	Magnitude	SD	NA	73	-0.951755657260274
19	SITTING	Freq	NA	Gyroscope	NA	NA	Mean	X	73	-0.981743664931507
19	SITTING	Freq	NA	Gyroscope	NA	NA	Mean	Y	73	-0.968188675753425
19	SITTING	Freq	NA	Gyroscope	NA	NA	Mean	Z	73	-0.968235777945205
19	SITTING	Freq	NA	Gyroscope	NA	NA	SD	X	73	-0.985576048219178
19	SITTING	Freq	NA	Gyroscope	NA	NA	SD	Y	73	-0.955598610136986
19	SITTING	Freq	NA	Gyroscope	NA	NA	SD	Z	73	-0.967869249178082
19	SITTING	Freq	NA	Gyroscope	NA	Magnitude	Mean	NA	73	-0.964238768493151
19	SITTING	Freq	NA	Gyroscope	NA	Magnitude	SD	NA	73	-0.950484417260274
19	SITTING	Freq	NA	Gyroscope	Jerk	Magnitude	Mean	NA	73	-0.986727418493151
19	SITTING	Freq	NA	Gyroscope	Jerk	Magnitude	SD	NA	73	-0.985416444657534
19	SITTING	Freq	Body	Accelerometer	NA	NA	Mean	X	73	-0.979238031780822
19	SITTING	Freq	Body	Accelerometer	NA	NA	Mean	Y	73	-0.960763181917808
19	SITTING	Freq	Body	Accelerometer	NA	NA	Mean	Z	73	-0.96633509109589
19	SITTING	Freq	Body	Accelerometer	NA	NA	SD	X	73	-0.975204245342466
19	SITTING	Freq	Body	Accelerometer	NA	NA	SD	Y	73	-0.948053070136986
19	SITTING	Freq	Body	Accelerometer	NA	NA	SD	Z	73	-0.947514931780822
19	SITTING	Freq	Body	Accelerometer	NA	Magnitude	Mean	NA	73	-0.962632577945206
19	SITTING	Freq	Body	Accelerometer	NA	Magnitude	SD	NA	73	-0.952802277671233
19	SITTING	Freq	Body	Accelerometer	Jerk	NA	Mean	X	73	-0.986775590136986
19	SITTING	Freq	Body	Accelerometer	Jerk	NA	Mean	Y	73	-0.979141571643836
19	SITTING	Freq	Body	Accelerometer	Jerk	NA	Mean	Z	73	-0.98398048
19	SITTING	Freq	Body	Accelerometer	Jerk	NA	SD	X	73	-0.988576991369863
19	SITTING	Freq	Body	Accelerometer	Jerk	NA	SD	Y	73	-0.980999857671233
19	SITTING	Freq	Body	Accelerometer	Jerk	NA	SD	Z	73	-0.988151915753425
19	SITTING	Freq	Body	Accelerometer	Jerk	Magnitude	Mean	NA	73	-0.983751646712329
19	SITTING	Freq	Body	Accelerometer	Jerk	Magnitude	SD	NA	73	-0.983687272739726
19	STANDING	Time	NA	Gyroscope	NA	NA	Mean	X	73	-0.025090574020274
19	STANDING	Time	NA	Gyroscope	NA	NA	Mean	Y	73	-0.0631429827260274
19	STANDING	Time	NA	Gyroscope	NA	NA	Mean	Z	73	0.0710520180136986
19	STANDING	Time	NA	Gyroscope	NA	NA	SD	X	73	-0.946109711917808
19	STANDING	Time	NA	Gyroscope	NA	NA	SD	Y	73	-0.96957632369863
19	STANDING	Time	NA	Gyroscope	NA	NA	SD	Z	73	-0.960734258356164
19	STANDING	Time	NA	Gyroscope	NA	Magnitude	Mean	NA	73	-0.94174504109589
19	STANDING	Time	NA	Gyroscope	NA	Magnitude	SD	NA	73	-0.937951031506849
19	STANDING	Time	NA	Gyroscope	Jerk	NA	Mean	X	73	-0.0990467890520548
19	STANDING	Time	NA	Gyroscope	Jerk	NA	Mean	Y	73	-0.0422918533780822
19	STANDING	Time	NA	Gyroscope	Jerk	NA	Mean	Z	73	-0.0523769867072603
19	STANDING	Time	NA	Gyroscope	Jerk	NA	SD	X	73	-0.97512668739726
19	STANDING	Time	NA	Gyroscope	Jerk	NA	SD	Y	73	-0.988096672191781
19	STANDING	Time	NA	Gyroscope	Jerk	NA	SD	Z	73	-0.983453911232877
19	STANDING	Time	NA	Gyroscope	Jerk	Magnitude	Mean	NA	73	-0.985801637671233
19	STANDING	Time	NA	Gyroscope	Jerk	Magnitude	SD	NA	73	-0.983069427945205
19	STANDING	Time	Body	Accelerometer	NA	NA	Mean	X	73	0.27817226
19	STANDING	Time	Body	Accelerometer	NA	NA	Mean	Y	73	-0.0154244056945205
19	STANDING	Time	Body	Accelerometer	NA	NA	Mean	Z	73	-0.10904190460274
19	STANDING	Time	Body	Accelerometer	NA	NA	SD	X	73	-0.989910996849315
19	STANDING	Time	Body	Accelerometer	NA	NA	SD	Y	73	-0.944430270684931
19	STANDING	Time	Body	Accelerometer	NA	NA	SD	Z	73	-0.952599653972603
19	STANDING	Time	Body	Accelerometer	NA	Magnitude	Mean	NA	73	-0.960505683561644
19	STANDING	Time	Body	Accelerometer	NA	Magnitude	SD	NA	73	-0.962549342465753
19	STANDING	Time	Body	Accelerometer	Jerk	NA	Mean	X	73	0.0754120366712329
19	STANDING	Time	Body	Accelerometer	Jerk	NA	Mean	Y	73	0.00991338273931507
19	STANDING	Time	Body	Accelerometer	Jerk	NA	Mean	Z	73	0.00129216333878082
19	STANDING	Time	Body	Accelerometer	Jerk	NA	SD	X	73	-0.984792035205479
19	STANDING	Time	Body	Accelerometer	Jerk	NA	SD	Y	73	-0.970543276575342
19	STANDING	Time	Body	Accelerometer	Jerk	NA	SD	Z	73	-0.986142491917808
19	STANDING	Time	Body	Accelerometer	Jerk	Magnitude	Mean	NA	73	-0.983068923561644
19	STANDING	Time	Body	Accelerometer	Jerk	Magnitude	SD	NA	73	-0.979640838082192
19	STANDING	Time	Gravity	Accelerometer	NA	NA	Mean	X	73	0.944045837534247
19	STANDING	Time	Gravity	Accelerometer	NA	NA	Mean	Y	73	-0.223897807808219
19	STANDING	Time	Gravity	Accelerometer	NA	NA	Mean	Z	73	0.130643717849315
19	STANDING	Time	Gravity	Accelerometer	NA	NA	SD	X	73	-0.992411542465753
19	STANDING	Time	Gravity	Accelerometer	NA	NA	SD	Y	73	-0.971426607808219
19	STANDING	Time	Gravity	Accelerometer	NA	NA	SD	Z	73	-0.958862043972603
19	STANDING	Time	Gravity	Accelerometer	NA	Magnitude	Mean	NA	73	-0.960505683561644
19	STANDING	Time	Gravity	Accelerometer	NA	Magnitude	SD	NA	73	-0.962549342465753
19	STANDING	Freq	NA	Gyroscope	NA	NA	Mean	X	73	-0.947865639178082
19	STANDING	Freq	NA	Gyroscope	NA	NA	Mean	Y	73	-0.975061671643836
19	STANDING	Freq	NA	Gyroscope	NA	NA	Mean	Z	73	-0.965100636164384
19	STANDING	Freq	NA	Gyroscope	NA	NA	SD	X	73	-0.946607045616438
19	STANDING	Freq	NA	Gyroscope	NA	NA	SD	Y	73	-0.966967238082192
19	STANDING	Freq	NA	Gyroscope	NA	NA	SD	Z	73	-0.963212791780822
19	STANDING	Freq	NA	Gyroscope	NA	Magnitude	Mean	NA	73	-0.958578129589041
19	STANDING	Freq	NA	Gyroscope	NA	Magnitude	SD	NA	73	-0.936723548493151
19	STANDING	Freq	NA	Gyroscope	Jerk	Magnitude	Mean	NA	73	-0.984536610136986
19	STANDING	Freq	NA	Gyroscope	Jerk	Magnitude	SD	NA	73	-0.982228582191781
19	STANDING	Freq	Body	Accelerometer	NA	NA	Mean	X	73	-0.987352048356164
19	STANDING	Freq	Body	Accelerometer	NA	NA	Mean	Y	73	-0.952872872465753
19	STANDING	Freq	Body	Accelerometer	NA	NA	Mean	Z	73	-0.968543351780822
19	STANDING	Freq	Body	Accelerometer	NA	NA	SD	X	73	-0.991161671369863
19	STANDING	Freq	Body	Accelerometer	NA	NA	SD	Y	73	-0.943193755068493
19	STANDING	Freq	Body	Accelerometer	NA	NA	SD	Z	73	-0.947753961643836
19	STANDING	Freq	Body	Accelerometer	NA	Magnitude	Mean	NA	73	-0.968910788767123
19	STANDING	Freq	Body	Accelerometer	NA	Magnitude	SD	NA	73	-0.964259110821918
19	STANDING	Freq	Body	Accelerometer	Jerk	NA	Mean	X	73	-0.985039596164384
19	STANDING	Freq	Body	Accelerometer	Jerk	NA	Mean	Y	73	-0.970011345890411
19	STANDING	Freq	Body	Accelerometer	Jerk	NA	Mean	Z	73	-0.983463295479452
19	STANDING	Freq	Body	Accelerometer	Jerk	NA	SD	X	73	-0.985913722328767
19	STANDING	Freq	Body	Accelerometer	Jerk	NA	SD	Y	73	-0.973588517808219
19	STANDING	Freq	Body	Accelerometer	Jerk	NA	SD	Z	73	-0.987524587534247
19	STANDING	Freq	Body	Accelerometer	Jerk	Magnitude	Mean	NA	73	-0.979135412739726
19	STANDING	Freq	Body	Accelerometer	Jerk	Magnitude	SD	NA	73	-0.979179149452055
19	WALKING	Time	NA	Gyroscope	NA	NA	Mean	X	52	-0.0274970979894231
19	WALKING	Time	NA	Gyroscope	NA	NA	Mean	Y	52	-0.0751569333730769
19	WALKING	Time	NA	Gyroscope	NA	NA	Mean	Z	52	0.0798106981923077
19	WALKING	Time	NA	Gyroscope	NA	NA	SD	X	52	-0.0264357957923077
19	WALKING	Time	NA	Gyroscope	NA	NA	SD	Y	52	-0.114406108840577
19	WALKING	Time	NA	Gyroscope	NA	NA	SD	Z	52	-0.104202986482692
19	WALKING	Time	NA	Gyroscope	NA	Magnitude	Mean	NA	52	0.100045071430769
19	WALKING	Time	NA	Gyroscope	NA	Magnitude	SD	NA	52	-0.0218463165461538
19	WALKING	Time	NA	Gyroscope	Jerk	NA	Mean	X	52	-0.0832353261384615
